,City,Lat,Lon,Zipcode
540,Chicago,41.961545,-87.691183,60625
541,Chicago,41.974904,-87.692735,60625
542,Chicago,41.979801,-87.677639,60640
543,Chicago,41.979903,-87.681927,60625
544,Chicago,41.963024,-87.684798,60618
545,Chicago,41.968736,-87.696163,60625
546,Chicago,41.975597,-87.701434,60625
547,Chicago,41.876299,-87.629146,60602
548,Chicago,41.879319,-87.631946,60604
549,Chicago,41.879427,-87.635492,60606
550,Chicago,41.880259,-87.63518,60606
551,Chicago,41.874967,-87.633126,60607
552,Chicago,41.872109,-87.629569,60605
553,Chicago,41.879473,-87.625722,60604
554,Chicago,41.852638,-87.626502,60616
555,Chicago,41.854048,-87.619154,60616
556,Chicago,41.86038,-87.625787,60605
557,Chicago,41.903247,-87.634328,60610
558,Chicago,41.890166,-87.626084,60611
559,Chicago,41.894443,-87.617848,60611
560,Chicago,41.902315,-87.627679,60611
561,Chicago,41.891052,-87.635483,60654
562,Chicago,41.899392,-87.648517,60642
563,Chicago,41.89577,-87.626197,60611
564,Chicago,41.906861,-87.62622,60610
565,Chicago,41.898625,-87.621919,60611
566,Chicago,41.894011,-87.629363,60654
567,Chicago,41.900248,-87.643009,60610
568,Chicago,41.889187,-87.638523,60654
569,Chicago,41.898193,-87.637557,60610
570,Chicago,41.907224,-87.655749,60642
571,Chicago,41.931864,-87.677784,60647
572,Chicago,41.924018,-87.635879,60614
573,Chicago,41.946631,-87.683342,60618
574,Chicago,41.954279,-87.686119,60618
575,Chicago,41.94665,-87.694636,60618
576,Chicago,41.94304,-87.687358,60618
577,Chicago,41.939343,-87.683273,60618
578,Chicago,41.948802,-87.675234,60613
579,Chicago,41.961424,-87.67622,60613
580,Chicago,41.944535,-87.654764,60657
581,Chicago,41.949189,-87.654467,60613
582,Chicago,41.949388,-87.646415,60613
583,Chicago,41.949067,-87.64862,60613
584,Chicago,41.950872,-87.65918,60613
585,Chicago,41.965814,-87.64548,60613
586,Chicago,41.968897,-87.657696,60640
587,Chicago,41.97162,-87.65011,60640
588,Chicago,41.984043,-87.652303,60660
589,Chicago,41.983573,-87.669171,60660
590,Chicago,41.990427,-87.669842,60660
591,Chicago,41.977967,-87.668885,60640
592,Chicago,41.994823,-87.660281,60660
593,Chicago,41.98974,-87.660114,60660
594,Chicago,41.946251,-87.731051,60641
595,Chicago,41.759143,-87.663485,60636
596,Chicago,41.765144,-87.644094,60621
597,Chicago,41.751975,-87.663646,60620
598,Chicago,41.737357,-87.548469,60617
599,Chicago,41.738308,-87.531119,60617
600,Chicago,41.728195,-87.549363,60617
601,Chicago,41.737219,-87.572728,60617
602,Chicago,41.736765,-87.582835,60617
603,Chicago,41.731393,-87.585794,60617
604,Chicago,41.72827,-87.597279,60619
605,Chicago,41.729309,-87.611042,60619
606,Chicago,41.721937,-87.622758,60619
607,Chicago,41.719026,-87.608343,60628
608,Chicago,41.718718,-87.597019,60628
609,Chicago,41.726162,-87.566278,60617
610,Chicago,41.722142,-87.578932,60617
611,Chicago,41.736517,-87.601182,60619
612,Chicago,41.713866,-87.530902,60617
613,Chicago,41.712612,-87.534704,60617
614,Chicago,41.713233,-87.551107,60617
615,Chicago,41.713305,-87.565877,60617
616,Chicago,41.702844,-87.560025,60617
617,Chicago,41.717853,-87.564592,60617
618,Chicago,41.704658,-87.528355,60617
619,Chicago,41.680817,-87.538008,60617
620,Chicago,41.666257,-87.557227,60633
621,Chicago,41.659068,-87.550776,60633
622,Chicago,41.651902,-87.539559,60633
623,Chicago,41.649831,-87.54785,60633
624,Chicago,41.685876,-87.573896,60633
625,Chicago,41.656986,-87.598515,60827
626,Chicago,41.658411,-87.610766,60827
627,Chicago,41.709664,-87.590255,60628
628,Chicago,41.707329,-87.607677,60628
629,Chicago,41.707166,-87.618408,60628
630,Chicago,41.700153,-87.61228,60628
631,Chicago,41.6916,-87.610007,60628
632,Chicago,41.695033,-87.598627,60628
633,Chicago,41.688024,-87.621195,60628
634,Chicago,41.670685,-87.622707,60628
635,Chicago,41.668661,-87.637074,60628
636,Chicago,41.890846,-87.618717,60611
637,Chicago,41.89523,-87.748195,60651
638,Chicago,41.733755,-87.558352,60617
639,Chicago,41.653699,-87.617025,60827
640,Chicago,41.679803,-87.620713,60628
641,Chicago,41.687015,-87.621071,60628
642,Chicago,41.68802,-87.53657,60617
643,Chicago,41.707369,-87.594106,60628
644,Chicago,41.705604,-87.603035,60628
645,Chicago,41.692616,-87.615446,60628
646,Chicago,41.6926,-87.628187,60628
647,Chicago,41.687497,-87.655433,60643
648,Chicago,41.684516,-87.670697,60643
649,Chicago,41.691149,-87.681285,60655
650,Chicago,41.692399,-87.700958,60655
651,Chicago,41.691281,-87.712897,60655
652,Chicago,41.70583,-87.717178,60655
653,Chicago,41.703642,-87.701354,60655
654,Chicago,41.704607,-87.681124,60643
655,Chicago,41.699124,-87.668932,60643
